346,190038,buy
38,484947,bid
176,454136,buy
108,308516,buy
6,203823,bid
200,339102,bid
385,378320,bid
58,267772,buy
263,176496,buy
86,428974,bid
225,178028,buy
489,237803,bid
12,155848,bid
478,102816,bid
152,402714,buy
269,49426,buy
288,90778,bid
374,366756,bid
310,249062,bid
434,111153,buy
484,77433,bid
96,440613,bid
401,434282,buy
429,349419,buy
380,480761,bid
376,243177,bid
443,256537,bid
284,179263,bid
252,389827,bid
265,148357,bid
154,467413,bid
327,381865,bid
260,444614,bid
69,178067,buy
406,426402,bid
361,472867,bid
16,469476,bid
428,414140,buy
197,173549,bid
37,178225,bid
80,5987,bid
308,170789,bid
114,181503,buy
185,435840,buy
244,339804,bid
185,149936,bid
424,60370,buy
259,89052,bid
60,278785,bid
217,323595,bid
177,115603,buy
376,389432,bid
33,243805,buy
488,25629,buy
34,110603,buy
251,249425,bid
136,50665,bid
247,104718,bid
228,327755,buy
130,460645,bid
256,82565,bid
102,199058,buy
306,377944,bid
497,28139,bid
431,461560,buy
398,296162,buy
229,293189,bid
442,477781,bid
72,176414,buy
290,429847,buy
253,79950,bid
360,176637,buy
177,193207,bid
274,70837,buy
354,105167,bid
177,406644,bid
481,259111,bid
216,498441,bid
185,9615,bid
196,330825,buy
451,182807,bid
185,167486,buy
224,400478,buy
35,66233,bid
89,32754,buy
278,77981,buy
294,138060,bid
272,418985,bid
35,67465,bid
156,176978,buy
226,422202,buy
269,364759,bid
200,86386,bid
68,212903,buy
280,95661,bid
477,306929,bid
3,292844,buy
116,153364,buy
254,474279,buy
346,43642,bid
455,356746,buy
481,82589,buy
188,412638,buy
269,348938,buy
463,243645,buy
317,438966,buy
199,196226,bid
259,172968,buy
134,420462,bid
357,203958,bid
269,490313,buy
419,52223,bid
62,95103,bid
33,496929,buy
178,277839,buy
72,415079,buy
378,298579,bid
271,311711,bid
409,495385,bid
154,383580,buy
104,158102,buy
457,374203,buy
408,410316,buy
416,499436,buy
65,7645,bid
483,215191,bid
160,90252,bid
110,480304,bid
493,475176,buy
376,298238,bid
174,113800,bid
366,105747,buy
462,24163,bid
338,465972,buy
241,474078,bid
470,100219,buy
497,254847,bid
455,51541,bid
71,322587,bid
272,93788,buy
80,381755,buy
35,465091,buy
138,498523,bid
177,363506,buy
387,186664,buy
306,369979,bid
208,269656,bid
168,89456,buy
389,435064,bid
209,180582,buy
100,8350,bid
231,481132,buy
207,157979,bid
100,90700,bid
242,385539,buy
497,482543,bid
73,172272,buy
271,413202,buy
204,341293,buy
479,28455,buy
157,348715,buy
89,215921,buy
266,197792,bid
257,122224,bid
183,90159,bid
403,384567,bid
456,28061,bid
223,129130,bid
291,22851,buy
208,177620,buy
74,160232,bid
423,247039,buy
200,489123,buy
138,401597,buy
74,1826,buy
70,193011,buy
320,375680,buy
231,46810,bid
30,312773,bid
258,137666,buy
276,445534,bid
491,796,buy
221,45241,bid
284,294594,bid
277,289888,buy
442,132667,buy
159,447768,bid
363,433462,bid
97,80433,buy
243,491535,buy
397,427947,bid
226,341645,bid
251,210247,buy
91,294133,bid
115,245072,bid
490,165834,buy
269,267300,buy
380,376299,bid
493,273348,buy
484,302096,buy
350,341918,bid
484,140526,buy
377,66605,buy
182,257444,bid
135,20351,bid
177,261310,bid
32,492009,buy
70,256381,buy
26,88874,bid
173,192529,buy
177,106864,buy
342,125462,buy
242,100430,buy
445,203628,buy
204,82920,buy
165,347919,buy
368,170681,buy
481,403198,buy
480,332336,bid
241,457492,bid
244,436798,bid
94,94599,buy
127,48697,bid
48,31316,buy
310,249673,buy
348,318587,buy
172,36793,bid
109,194991,buy
23,156526,bid
84,335992,bid
300,425710,bid
439,499380,bid
237,273462,bid
46,10677,bid
408,295747,bid
292,305008,bid
115,434190,buy
40,287796,bid
149,274244,bid
100,28578,bid
411,140658,bid
90,191388,buy
337,344589,bid
424,387903,buy
67,384672,bid
56,302485,buy
483,241215,buy
305,6619,buy
387,211213,bid
449,397153,buy
123,495152,bid
288,364102,buy
399,43964,buy
253,315856,bid
240,365298,buy
256,247320,buy
358,91829,bid
329,35290,bid
372,7772,buy
287,201763,bid
5,224518,bid
422,297018,bid
48,99856,bid
442,252882,bid
372,266819,buy
237,107483,bid
106,352000,bid
197,89754,bid
38,407881,buy
411,277912,buy
51,413728,buy
329,382885,bid
332,128954,buy
380,303758,buy
329,316834,bid
154,245410,buy
257,250009,buy
203,160794,buy
481,146643,bid
254,447188,buy
364,77372,bid
367,30174,buy
222,483778,bid
73,259372,buy
461,340839,buy
13,61609,buy
40,455416,buy
483,457606,bid
305,145378,buy
152,48427,buy
434,213179,bid
286,398901,buy
168,280025,bid
362,72482,buy
96,304060,bid
488,343639,bid
43,91533,bid
394,91707,bid
52,121085,bid
329,277189,bid
450,450485,buy
287,151462,buy
268,98738,bid
475,433301,buy
399,483424,buy
294,112268,buy
455,235148,buy
20,240206,buy
423,499021,bid
86,119889,bid
499,497310,buy
155,431035,buy
347,388646,buy
118,60584,buy
423,124391,bid
137,194344,buy
201,313240,buy
474,340483,buy
481,412042,buy
360,205210,buy
197,152067,bid
122,394393,bid
392,444375,bid
385,359454,buy
477,64733,bid
264,14828,bid
162,102861,bid
470,56473,bid
285,499697,bid
340,473195,bid
112,153877,bid
362,158302,buy
151,39709,bid
153,369454,buy
304,496703,bid
78,425910,bid
100,431435,bid
246,50477,bid
173,275948,buy
168,228572,buy
57,326460,buy
21,215211,buy
60,458585,buy
219,25490,buy
153,51117,buy
279,282144,bid
438,10256,buy
50,219441,buy
438,448090,buy
458,109716,buy
288,30400,bid
68,251050,bid
413,179665,bid
191,415874,bid
132,125123,bid
329,56092,bid
394,207086,bid
382,239284,bid
497,368569,buy
135,468597,buy
133,9408,buy
485,178676,buy
235,240508,buy
83,25826,bid
474,466011,buy
138,339008,bid
5,391327,bid
194,19193,bid
314,63880,buy
345,198481,buy
38,262908,bid
454,262763,buy
301,64535,buy
314,183471,buy
304,378750,buy
177,436855,buy
62,435808,bid
173,418886,buy
233,308338,buy
199,282588,buy
326,4572,bid
112,383419,bid
32,108382,bid
326,389982,buy
53,442796,buy
44,402827,bid
448,478637,bid
460,123834,buy
22,244331,buy
474,440611,buy
183,218824,buy
217,192152,buy
248,181908,buy
39,307351,bid
36,219165,buy
71,147784,bid
286,474703,bid
477,432759,buy
245,59478,bid
15,212108,buy
275,390816,bid
245,491062,buy
236,155562,bid
93,249610,buy
421,346807,buy
333,267636,bid
266,186515,buy
100,496193,buy
386,37125,buy
454,188267,bid
267,120283,bid
221,288199,buy
150,430946,buy
299,85981,buy
309,464025,buy
21,125988,buy
453,70294,buy
408,350526,buy
31,83030,bid
430,63185,buy
189,360370,buy
44,267493,bid
173,274861,bid
339,123269,buy
163,479656,buy
320,70757,bid
207,80855,bid
263,257184,buy
279,464306,bid
233,230966,buy
390,462152,bid
85,3050,bid
428,359409,buy
218,96230,buy
423,391772,buy
81,13510,buy
376,227858,bid
438,358772,bid
405,43175,buy
219,175160,buy
277,216312,bid
349,482444,buy
74,86709,bid
67,56064,bid
207,320328,buy
461,430625,buy
68,261206,bid
448,95928,buy
229,343326,buy
15,93177,bid
118,77491,buy
378,124177,bid
446,349729,buy
314,496293,bid
326,351737,buy
231,123324,buy
73,216201,bid
396,32293,bid
430,269953,buy
101,276051,buy
127,186781,buy
4,429331,bid
321,31887,bid
153,306159,buy
65,226115,bid
183,117234,buy
293,428790,bid
431,334716,buy
375,194209,buy
228,450516,buy
145,398130,bid
16,211521,bid
3,307351,buy
311,407870,buy
153,346872,bid
339,377926,bid
470,180784,buy
106,218798,buy
132,302940,bid
201,49032,bid
252,309551,buy
258,484927,bid
34,413857,bid
264,371130,bid
116,153475,bid
13,337975,bid
138,153320,buy
114,363115,bid
392,244493,bid
193,268448,buy
9,297308,bid
479,195565,buy
8,88820,bid
304,267124,bid
92,488379,buy
274,286980,bid
29,450558,bid
420,280550,bid
3,329949,bid
25,203094,buy
169,1835,bid
137,426489,bid
74,401719,buy
2,392809,buy
370,195047,buy
103,365969,bid
375,316825,bid
135,441859,buy
162,149422,bid
486,473811,bid
261,442539,buy
466,497403,bid
265,229352,bid
230,220922,buy
349,466499,buy
369,201854,bid
469,15475,bid
